id,edad,genero,estado_civil,residencia,nivel_educativo,grado_estudios,ocupacion,paga_estudios,acceso_internet,banos,autos,computadoras,telefonos,servicios,nivel_educativo_hogar,personas_en_hogar,personas_en_hogar_trabajan,ingreso_mensual_hogar,personas_dependientes,nivel_socioeconomico,tiempo_libre_dia,frecuencia_ejercicio,frecuencia_leer,frecuencia_videojuegos,frecuencia_peliculas,frecuencia_conciertos,frecuencia_bares,frecuencia_escuchar_musica,lugares_visitados_tiempo_libre,consumo_videojuegos,razon_videojuegos,videojuegos_que_consume,frecuencia_videojuego_role,frecuencia_videojuego_accion,frecuencia_videojuego_aventura,frecuencia_videojuego_arcade,frecuencia_videojuego_deportivo,frecuencia_videojuego_estrategia,frecuencia_videojuego_simulacion,frecuencia_videojuego_juegomesa,frecuencia_videojuego_juegomusical,medio_consumo_videojuegos,consumo_simultaneo_musica_videojuego,tipo_musica_simultaneo_videojuegos,frecuencia_consumo_musica,actividades_simultaneas_consumo_musica,generos_musicales_favoritos,artistas_consumo_mayor_frecuencia,razon_consumo_artistas,donde_consumo_musica,importancia_musica_diaria,plataformas_streaming_consumo_musica,frecuencia_consumo_musica_listas_personalizadas,frecuencia_consumo_musica_listas_plataformas,frecuencia_consumo_musica_playlist_populares,frecuencia_consumo_musica_algoritmo_descubrimiento,como_descubre_musica_nueva,otra_manera_descubrimiento_musica,frecuencia_consumo_videos_musicales,razon_valoracion_cancion,razon_valoracion_video_musical,frecuencia_consumo_instagram,frecuencia_consumo_tiktok,frecuencia_consumo_twitter,frecuencia_consumo_youtube,frecuencia_consumo_facebook,importancia_seguimiento_tendencias_musicales,redes_sociales_utilizadas_novedades_musicales,creadores_contenido_frecuencia,creadores_contenido_no_le_gustan,es_fan,de_que_es_fanatico,razon_fanatico,tiempo_fanatico,consideracion_fanatico_artista,que_artista_banda_fanatico,razon_fan_artista,motivos_fan_artista,tiempo_fan_artista,frecuencia_participacion_comunidad_blog_web_fans,frecuencia_participacion_comunidad_discord,frecuencia_participacion_comunidad_grupos_facebook,frecuencia_participacion_comunidad_telegram,frecuencia_participacion_comunidad_instagram,frecuencia_participacion_eventos_en_vivo,frecuencia_participacion_comunidad_fanfiction,frecuencia_participacion_youtube,frecuencia_participacion_twitch,redes_sociales_artistas_favoritos,importancia_artista_redes,factores_seguir_artista_redes,factores_dejar_seguir_artista_redes,compra_productos_promocion_redes,asistencia_eventos_artista_promocion,dinamica_agradaria_artista_favorito,frecuencia_compra_boletos_conciertos,frecuencia_compra_disco_viniles,frecuencia_compra_playeras_artistas,frecuencia_compra_sudaderas_artistas,frecuencia_compra_gorras_artistas,frecuencia_compra_pulsera_accesorios_artistas,frecuencia_compra_cobijas_artistas,frecuencia_compra_peluches_artistas,frecuencia_compra_figuras_coleccion_artistas,frecuencia_compra_tazas_vasos_artistas,frecuencia_compra_stickers_artistas,frecuencia_compra_posters_artistas,frecuencia_compra_bolsas_totes_artistas,frecuencia_compra_llaveros_pines_artistas,otro_producto_artista_fav,marcas_productos_hobbies
27,20,0,"En pareja",Ecatepec,"Licenciatura Incompleta",Unam,"Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,1,1,1,3,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Incompleta","3-4 personas","1-2 personas",2,"3-4 personas",2,1,2,2,1,3,1,1,3,"Casa de mis amistades o ",1,"Porque me gustan desde que era pequeño","Spiderman, Roblox, Fall guys",0,3,3,2,1,2,1,3,2,PC,0,"No aplica",2,"Conducir, caminar, estudiar","Pop, Rock, R&b","1D, 5sos, Siddartha","Porque las letras de sus canciones son pegadizas y porque los ritmos me gustan ","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio, Mientras hago ejercicio",3,"Spotify, YouTube Music",2,2,2,3,"Familia, Amigos, Redes sociales, Playlists o algoritmos de plataformas, Tendencias, Colaboraciones con artistas que escucho","Escuchando las canciones en la calle",2,"Que tenga buen ritmo ya sea suave o más movido, qué pueda identificarme con la letra, ","Que sea entretenido y que tenga que ver con la canción o que cuente una historia interesante",3,3,3,3,3,2,"Instagram, TikTok, YouTube","Faridieck, Javier Ibarreche, Jaime Altozano","Luisito Comunica, Temach, JDP",1,"De cada integrante de 1D","Porque su música me gusta",5,1,"Niall Horan, Harry Styles, Louis Tomlinson","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma, Me gusta su imagen o estética","Porque con su música me han ayudado en distintas situaciones",5,2,1,2,0,1,1,0,1,0,"Instagram, Tik Tok, Facebook, Youtube, X",3,"Me gusta su música, Quiero estar al día con sus novedades, Me gusta cómo interactúan con sus seguidores","Su opiniones respecto a temas polemicos",0,1,"Un meet and greet",2,2,2,2,2,2,0,0,0,2,2,2,2,2,Ninguno,"Samsung, Windows, Bonafont"
28,20,0,"Pareja ","Gustavo A. Madero","Preparatoria Completa","Ipn ESCA santo Tomás ","Solo estudio","Es escuela pública ",1,1,2,3,4,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","5 o más personas","3-4 personas",4,"3-4 personas",3,0,2,2,1,3,0,2,3,"Restaurantes ",1,"Porque me sirve como distracción ","Fifa, carreras y peleas ",0,2,2,1,3,2,1,3,2,"Playstation, Nintendo, Celular",1,"Electrónica ",1,"Manejo o Cuando voy de camino algún lugar ","Pop, Reggaeton, Electrónica","The weekend","Me guarda el ritmo ","En casa, En la universidad, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,"Spotify, Trebel",2,3,0,1,"Familia, Amigos, Redes sociales, Playlists o algoritmos de plataformas, Tendencias, Shazam o Soundhound","Recomendaciones ",1,"El ritmo ","La idea en general ",3,3,0,2,2,2,"Instagram, TikTok","Piloto fotbol, Robert pg y x buyer","No tengo ",1,"De los carros y los deportes ","Me gusta saber más de cada uno ",3,1,"The weekned, chase atlatic y justin biber ","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Han impactado mi vida de alguna forma, Me gusta su imagen o estética","Por la historia que te cuentan ",3,0,0,1,0,0,0,0,0,0,"Instagram, Tik Tok, Youtube",2,"Me gusta su música, Me interesa su vida personal, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Su forma de ser ",0,0,"Trivias ",0,0,0,1,0,1,0,0,2,0,0,1,0,2,"Ningún otro ",Apple
29,20,0,Soltero,"Coyoacán ","Preparatoria Completa","CCH VALLEJO","Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,2,1,2,4,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","3-4 personas","3-4 personas",4,"1-2 personas",3,1,2,3,1,3,2,2,3,"Librería ",0,"No conecto con ello","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,"No juego",3,"Tarea y trabajo ","Pop, Rock, Jazz","Little Jesús, tino el pingüino, the beatles","Los escucho desde muy chico ","En casa, En la universidad, En el transporte público, Mientras hago ejercicio",3,Spotify,3,1,0,2,Amigos,"Investigación y escucha activa ",1,"La construcción instrumental ","La creatividad ",3,0,2,1,0,1,"Instagram, Twitter/X, No estoy al tanto de las tendencias","No sigo","No lo tengo claro ",1,"Little Jesus ","Me identifico con ellos",4,1,"Little Jesus, the Beatles, Kings of leon ","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Han impactado mi vida de alguna forma, Me gusta su imagen o estética","Por lo que sus canciones me ocasionan ",4,0,0,0,0,0,0,0,0,0,"Instagram, X",3,"Me gusta su música","No hagan tanto spam",1,1,"Ninguna ",3,2,2,2,2,1,0,0,0,0,1,2,2,0,"Ninguna ","Ninguna "
30,20,1,Soltero,"ecatepec ","Carrera técnica incompleta","Facultad de Química ","Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,3,0,0,3,"Ninguno de los anteriores","Licenciatura Completa","3-4 personas","3-4 personas",0,"1-2 personas",1,0,3,2,0,3,2,0,3,"el cine",0,"Sin consumo","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,nsqk,2,"transporte ","Pop, Reggaeton, Electrónica","harry styles 
alvaro diaz 
nsqk","son cool","En casa, En la universidad, En el transporte público",3,"Apple Music",2,2,3,1,"Redes sociales, Tendencias, Colaboraciones con artistas que escucho, Shazam o Soundhound","películas ",0,"buenos beats","la production ",3,3,1,1,2,1,"Instagram, TikTok","Jezzini
beetraveler
orson padilla ","maricheli 
ximena jimenez 

",1,spiderman,"porque es un súper héroe ",5,1,"Harry Styles One direction y Alvaro diaz ","Me identifico con su música o sus letras, Me gusta su imagen o estética","Por el impacto social ",4,0,0,0,0,0,0,0,0,0,"Instagram, Tik Tok",4,"Me gusta su música, Me interesa su vida personal","Sin motivos",0,1,"meet and greet",2,0,2,2,1,2,1,0,0,0,0,0,2,2,Ninguno,"no se "
31,20,1,Soltero,"Iztapalapa ","Licenciatura Incompleta","Escuela Nacional de Medicina y Homeopatia ","Solo estudio","Mi padre/madre o tutor",1,1,1,3,3,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","3-4 personas","1-2 personas",3,"3-4 personas",3,0,3,3,0,3,1,2,3,"Cancha de mi deporte",0,"No me interesa","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,Ninguna,3,"Limpio mi casa, tarea e ir a la escuela","Pop, Reggaeton, Corridos tumbados","Morat, Humbe y Kevin Kaarl","Me gustan","En casa, En la universidad, En el transporte público, Mientras hago ejercicio, En reuniones o fiestas",1,Spotify,3,0,1,2,"Amigos, Redes sociales, Playlists o algoritmos de plataformas","Solo las seleccionadas",1,"La letra ","Si es entretenido",3,3,1,1,3,1,"Instagram, TikTok","Valeria Rojas, Nicole Agnesi, Belcast","No tengo",1,Anime,"Me gusta mucho",3,1,"Morat, Humbe, Kevin Kaarl","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Han impactado mi vida de alguna forma, Me gusta su imagen o estética","Las seleccionadas",4,3,0,1,0,3,0,1,0,0,"Instagram, Tik Tok, Youtube",3,"Me gusta su música, Me interesa su vida personal, Quiero estar al día con sus novedades","No se",1,1,"Conciertos grautitos",2,1,1,3,3,3,0,0,0,1,3,3,3,3,"Ninguno otro",Spotify
32,20,0,Soltero,Iztapalapa,"Preparatoria Completa","UAM Xochimilco","Solo estudio","Mi padre/madre o tutor",1,2,1,3,5,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Preparatoria Incompleta","5 o más personas","3-4 personas",4,"3-4 personas",2,0,3,0,2,1,1,1,3,"Deportivos, encuentros deportivos, parques",1,"Porque disfruto de la experiencia que me generan","Nba2K, F1 y LOL",2,1,1,2,3,1,2,0,1,"Playstation, Celular",1,"Mi playlist variada",2,"Todas en las que pueda estar escuchando música ","Hiphop, Reggaeton, Corridos tumbados","Duki, Wos y Natanael Cano","Son artistas que han impactado en mi vida ","En casa, En la universidad, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,"Apple Music",3,3,1,1,"Redes sociales, Playlists o algoritmos de plataformas, Colaboraciones con artistas que escucho","Por lo que llego a ver en la tele",2,"La letra y el ritmo ","La fotografía y la hsitoria",3,3,0,3,2,3,"Instagram, TikTok, YouTube","Andamos reaccionando, Josedeodo y collegemania cfb","Considero que ninguno",1,"De la música, el futbol americano y la lucha libre","Porque me dan mucha alegría y me traen pasion al hacerlo",5,1,"Duki, C-kan y Wos","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma","Por las historias que han hecho en mi vida",3,1,1,2,1,3,2,0,3,3,"Instagram, Tik Tok, Facebook, Youtube, Twitch",3,"Me gusta su música, Quiero estar al día con sus novedades, Por las dinámicas o concursos que realizan","Sin motivos",1,1,"Un M&G para conocerlos y tener un concierto ",2,1,1,1,1,1,1,1,1,1,1,2,1,1,Ninguno,"Under Armour"
33,20,1,Soltero,"Miguel Hidalgo","Licenciatura Incompleta","FES Acatlán ","Solo estudio","Mi padre/madre o tutor",1,2,2,2,1,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.)","Licenciatura Completa","3-4 personas","1-2 personas",3,"3-4 personas",3,0,3,3,2,2,2,2,3,"Cine ",0,"No tengo mucho tiempo ","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,"Si jugará, sería kpop ",3,"Tarea, el aseo, mientras me maquillo, etc.","Pop, Hiphop, Kpop","BTS, Charlie Puth, Agust D","Porque me gusta las letras de sus canciones, lo cual me ayuda para hacer mis cosas ","En casa, En la universidad, En el transporte público, En transporte propio, Mientras hago ejercicio",3,"Spotify, Apple Music, YouTube Music, Amazon Music, Deezer",3,3,3,3,"Amigos, Redes sociales, Playlists o algoritmos de plataformas, Estaciones de radio, Tendencias",/,3,"La letra y las melodías qué tienen ","La historia, ya que muchos video tienen una historia dentro del video musical ",3,3,3,3,3,2,"Instagram, TikTok, Twitter/X, YouTube",/,"Yeri mua ",1,BTS,"Porque llegaron en un momento ds mi vida que fue importante ",5,1,BTS,"Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma",/,5,3,2,3,3,3,3,2,3,2,"Instagram, Tik Tok, Youtube, X",3,"Me gusta su música, Quiero estar al día con sus novedades, Me gusta cómo interactúan con sus seguidores","Si han hecho algo cuestionable, y que se meta en problemas legales serios ",1,1,"Conciertos ",2,3,3,3,3,2,3,3,3,3,3,3,3,3,"Membresías ","Escuchar música"
34,20,1,Soltero,"Cuauhtémoc ","Licenciatura Incompleta","Facultad de Estudios Superiores Acatlán ","Solo estudio","Mi padre/madre o tutor",1,1,0,1,3,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.)","Secundaria Completa","3-4 personas","1-2 personas",2,"1-2 personas",2,0,2,1,1,2,0,1,3,"Las plazas comerciales ",0,"No tengo donde jugar ","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,"Ninguna ",1,"Voy en el transporte público o cuándo estoy lavando ropa ","Reggaeton, Salsa, Corridos","Romeo santos, Jhay cortes, bad bunny","Me gusta el género que cantan ","En casa, En el transporte público, Mientras hago ejercicio, En reuniones o fiestas",2,"Spotify, YouTube Music",3,1,1,0,"Amigos, Redes sociales, Tendencias, Colaboraciones con artistas que escucho","Cuando las escucho en fiestas ",2,"La producción ","La producción ",3,3,1,3,3,2,TikTok,"Quesito Quezada, Lupita Villalobos ",.,0,"Sin fanatismo","No aplica",0,1,"Aleman, bad bunny, anuel ","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal","Porque me gusta como cantan ",3,1,1,1,1,1,1,1,1,1,"Instagram, Tik Tok",3,"Me gusta su música, Me interesa su vida personal, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Algún chisme malo de ellos ",0,1,"Conciertos gratis ",1,1,2,2,1,1,1,2,0,2,3,1,2,2,"Solo esos ",Nike
35,20,0,Soltero,"Azcapotzalco ","Licenciatura Incompleta","En la UNAM ","Solo estudio","Mi padre/madre o tutor",1,1,2,4,4,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","3-4 personas","1-2 personas",3,"3-4 personas",3,2,3,2,3,3,3,2,3,"Plazas ",1,"Me gusta ganar ","Overwatch 
Mario party 
Splatoon",3,3,3,3,3,3,3,3,3,"Playstation, Nintendo, Celular, PC, Tablet o Ipad",1,Kpop,3,"Quehacer ","Pop, R&b, Kpop","Twice, Kenia os, Sabrina carpinter","Porque me gustan mucho la versatilidad de las artistas  ","En casa, En la universidad, En el transporte público, Mientras hago ejercicio",3,Spotify,3,2,2,2,"Redes sociales","TikTok ",3,"Un buen puente ","Que no tenga diálogos ",3,3,3,3,3,3,"Instagram, TikTok, YouTube, Facebook","Karen Polinesia 
Lesly polinesia 
Rafa polinesio","Kimberly loaiza
Juan de Dios Pantoja 
Súper trucha ",1,"Kpop ","Por sus coreografías  ",3,1,"Twice, kep1er, Newjeans ","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma, Me gusta su imagen o estética","Por los atuendos ",3,3,3,3,3,3,3,3,3,3,"Instagram, Tik Tok, Facebook, Youtube, X",4,"Me gusta su música, Me interesa su vida personal, Me gusta cómo interactúan con sus seguidores","Que sean mamones ",1,1,"Un pícnic ",3,3,3,3,3,3,3,3,3,3,3,3,3,3,"No se ","Nintendo "
36,20,0,Soltero,"Cuautitlan Mexico","Licenciatura Incompleta","Universidad UNAM FES ARAGON","Solo estudio","Mi padre/madre o tutor",1,1,0,0,3,"Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","5 o más personas","1-2 personas",2,"5 o más personas",3,0,2,2,2,2,3,3,3,"Mi cuarto",1,"Me gusta mucho el Hobby","Minecraft Valorant LOL",2,3,3,3,2,3,2,2,2,"Nintendo, PC",1,R&B,3,"Cuando salgo, estudio, entreno, en todos lados","Hiphop, R&b, Salsa","Kendrick Lamar, Ye, Tyler","Por el arte que han hecho","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,Spotify,3,0,0,2,"Familia, Amigos, Redes sociales, Playlists o algoritmos de plataformas, Tendencias, Colaboraciones con artistas que escucho","Por redes sociales (Youtube y TikTok)",1,"Que sea de calidad, tenga un concepto, sea propositiva ","Que el video sea acorde a la musica y el corte sea bueno ",3,2,0,3,1,2,"Instagram, TikTok, YouTube","DobleR MusicDelaer Yadmor",.,1,"La musica y la tecnología ","Por que me hacen sentir vivo",5,1,"Kendrick, Ye, Tyler","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Han impactado mi vida de alguna forma, Me gusta su imagen o estética","Por lo que han aportado a la musica",4,0,0,2,0,3,1,0,3,0,Instagram,2,"Me gusta su música, Quiero estar al día con sus novedades, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Por que no son activos o por que me dejo de interesar ",0,1,"Listening Party",3,1,1,1,1,2,0,0,0,1,2,2,2,2,"Merch en conciertoz",Apple
37,20,1,Soltero,"Gustavo A. Madero","Preparatoria Completa",UNAM,"Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,2,4,3,4,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Incompleta","3-4 personas","1-2 personas",3,"3-4 personas",3,1,2,3,0,3,2,2,3,Cafeterias,1,"Diversión ",Warzone,1,3,2,1,0,3,3,3,0,Playstation,1,R&B,1,"transpórtame hacia algún lugar","Pop, R&b, Indie Pop, Trap","Daniel Caesar, Méne, Ariana Grnade","me gustan las letras de sus canciones, ritmo y esencia","En casa, En la universidad, En el transporte público, Mientras hago ejercicio",3,"Apple Music, YouTube Music",3,2,1,2,"Amigos, Redes sociales, Playlists o algoritmos de plataformas, Tendencias, Colaboraciones con artistas que escucho",TikTok,2,"El beta de la canción y su letra","Que tenga buena producción y una historia acorde a la canción ",3,3,1,3,1,1,"Instagram, TikTok","Jenny Barro, Lisa Onuoha y Emma Chamberlain ","No tengo uno en especifico",1,"Sagas de películas y series ","Por la historia que cuentan ",3,1,"Álvaro Díaz, Nsqk, Block Party","Me identifico con su música o sus letras, Han impactado mi vida de alguna forma","Sus álbumes o canciones han llegado en momentos en los que necesitaba escuchar su música haciéndome sentir identificada con ellos",3,0,0,2,0,2,0,0,0,0,"Instagram, Tik Tok, Youtube",3,"Me gusta su música, Me gusta cómo interactúan con sus seguidores, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Aveces suben mucho contenido de su vida diaria",1,1,"un listening party ",2,1,2,1,1,2,1,0,0,1,3,2,1,2,"llaveros ","Frituras "
38,20,0,Soltero,"Atizapán ","Carrera técnica completa","ESIME Azcapotzalco IPN","Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,1,1,1,2,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.)","Preparatoria Completa","3-4 personas","3-4 personas",1,"1-2 personas",2,0,3,2,2,1,0,0,3,"Museos o áreas recreativas ",1,"Eliminar la ansiedad y distraerme un poco. ","Fortnite, Evil Nun y Roblox ",3,3,3,3,0,3,3,3,3,"Celular, PC",1,"Depende el juego, varía desde el ritmo más tranquilo como "jazz" hasta el más movido como "rock" ",2,"Tarea escolar, ejercicio, cocinar y trabajar","Rock, Jazz, Salsa","Kid Laroi, José José y My Chemical Romance ","Encuentro ritmos que van de acuerdo a mi estilo de vida.c","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio, Mientras hago ejercicio",3,Spotify,3,1,0,2,"Familia, Amigos, Playlists o algoritmos de plataformas","Por soundtracks de videojuegos ",2,"Su ritmo, letra y sentimiento que lleva. ","Qué la trama concuerde con la canción. ",3,2,1,1,3,0,"Instagram, TikTok, Facebook","El Mariana, Hombre Nuevo y Estilo de vida. ","Me es indistinto pues no conozco muchos influencers ",1,"De los videojuegos y del ejercicio ","Me es sencillo desenvolverme en el tema. ",5,1,"BTS, Ghost y Cigarettes After Sex ","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Han impactado mi vida de alguna forma","Son ritmos bastante variados y esos mismos nunca faltan en mis días, por tal motivo siempre están presentes ",2,2,0,2,0,0,0,0,0,0,"Instagram, Facebook",2,"Me gusta su música, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","El contenido ",0,0,"No tengo alguna en mente ",0,0,2,3,0,2,0,0,0,0,0,2,0,3,"Ya mencionados. ","Algunos productos como nueces (de todo tipo) karate, Hot Nuts, etc "
39,20,1,Soltero,"Venustiano Carranza","Licenciatura Incompleta","Tecnólogico de Monterrey","Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,3,3,2,5,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Incompleta","5 o más personas","5 o más personas",5,"5 o más personas",5,0,0,0,0,0,3,2,3,Restaurantes,0,"Nunca me han llamado la atención","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,"no escucho",2,Conducir,"Reggaeton, Kpop, Baladas","CD9, BTS y Emilia","Me gusta su historia y su manera de conectar con las fans. ","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio, En reuniones o fiestas",3,"Apple Music, Apple music",3,0,0,0,"Amigos, Redes sociales, Estaciones de radio","en clase",2,"su letrq","una historia, que tengan sentido",3,3,2,2,3,1,"Instagram, TikTok, YouTube, Facebook","Nicole Agnesi, Skabeche, y Majo Rivas","El temach",0,"Sin fanatismo","No aplica",0,1,"cd9 o bts","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Por la interacción que tienen con los fans","amo su personalidad",3,2,0,0,0,1,3,0,1,0,"Instagram, Tik Tok, Facebook, Youtube, X",4,"Me gusta su música, Me interesa su vida personal, Me gusta cómo interactúan con sus seguidores, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","No me gusta sus creencias",1,1,"Meet and greet después de los conciertos",3,0,0,1,0,0,0,0,2,0,1,1,0,0,"más que nada conciertos y experiencias con ellos","la comida o gomitas para distraerme"
40,20,1,Soltero,Coyoacán,"Licenciatura Incompleta",UNAM,"Solo estudio","Mi padre/madre o tutor",1,2,3,5,5,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","5 o más personas","3-4 personas",5,"1-2 personas",2,1,1,2,1,2,0,1,3,Restaurantes,1,"Porque me gusta","Minecraft, Roblox, COD",0,3,3,3,0,1,2,2,1,"PC, Tablet o Ipad",0,"No aplica",1,"Ver tiktok y leer","Pop, Rock","Arctic monkeys, Lana del rey, Grimes","Porque me gustan","En casa, En la universidad",2,Spotify,3,1,1,3,"Amigos, Playlists o algoritmos de plataformas, Tendencias","En tiktok",1,"Lo que transmite","El enfoque de grabación y las tomas",2,3,2,2,3,1,"TikTok, YouTube","Juan Guarnizo",Temach,1,"De arctic monkeys ","Porque me gusta",3,1,"Arctic monkeys","Me identifico con su música o sus letras, Me gusta su imagen o estética","Por su armonía ",3,1,0,2,0,1,1,0,2,0,"Instagram, Tik Tok, Facebook, Youtube, X",3,"Me gusta su música","Sus actitudes",0,1,"Más conciertos en México ",1,1,2,2,0,3,1,1,0,1,3,3,3,3,"Los que seleccioné ","no lo sé :("
41,20,1,Soltero,Teloloapan,"Licenciatura Incompleta","Universidad ","Solo estudio","Mi padre/madre o tutor",1,2,0,2,3,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Secundaria Incompleta","3-4 personas","1-2 personas",1,"1-2 personas",3,0,2,2,2,2,2,2,3,Parques,0,"Sin consumo","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,"Taylor Swift ",2,"Labores domésticos etc..","Pop, Rock, Kpop","Taylor Swift 
Lana del rey
Olivia Rodrigo","Porque me gustan sus canciones ","En casa, En la universidad, En el transporte público, Mientras hago ejercicio",3,"Spotify, Apple Music",3,3,3,3,"Redes sociales, Playlists o algoritmos de plataformas, Tendencias, Colaboraciones con artistas que escucho, Espacios públicos, Shazam o Soundhound","En plataformas como YouTube ",3,"La letra, la melodía, el sentimiento o emoción, y la instrumentación.","La conexión con la canción y la creatividad ",3,3,3,3,3,1,TikTok,"Elan
Jair Sánchez 
Andres Johnson","Yeri mua
Dj Pantoja 
Memo Aponte ",1,"Taylor Swift ","Por sus letras profundas y personales, su evolución y versatilidad.",5,1,"Taylor Swift, Lana del rey, The 1975","Me identifico con su música o sus letras, Han impactado mi vida de alguna forma","Por su visión artística ",5,1,1,2,1,1,1,1,1,1,"Instagram, Tik Tok, Facebook, Youtube, X",2,"Me gusta su música, Me gusta cómo interactúan con sus seguidores, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Controversias o escándalos ",1,0,"Elige mi setlist ",2,2,3,2,0,3,1,0,1,1,3,3,1,3,Ninguno,"Fuze tea"
